COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,ACCN,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,MINIMUM_ELEVATION,MAXIMUM_ELEVATION,ORIG_ELEV_UNITS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,COLLECTOR_AGENT_2,COLLECTOR_ROLE_2,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,PART_NAME_2,PART_CONDITION_2,PART_LOT_COUNT_2,PART_DISPOSITION_2,PART_REMARK_2,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DATE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DET_METH_2,ATTRIBUTE_DATE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DATE_3,ATTRIBUTE_DET_METH_3,ATTRIBUTE_DETERMINER_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
204,ekrimmel,18442,[CHAS:Mamm]1100,,,,Hymenarcys nervosa,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Massachusetts, Nantucket County, Nantucket Island",no specific locality recorded,FROM SPECIMEN: Nantucket Island [Town of Nantucket],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,3,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
206,ekrimmel,18443.1,[CHAS:Mamm]1100,,,,Brochymena {harrisii},legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Texas",no specific locality recorded,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18443, 18443-a,b) has been split into two separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
205,ekrimmel,18443.2,[CHAS:Mamm]1100,,,,Brochymena {harrisii},legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, New Mexico, San Miguel County",Las Vegas,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18443, 18443-a,b) has been split into two separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),Fair. Missing all right legs.,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
208,ekrimmel,18444.1,[CHAS:Mamm]1100,,,,Chlorochroa uhleri,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Minnesota, Saint Louis County",Duluth,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18444, 18444-a,b,c,) has been split into three separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
211,ekrimmel,18444.2,[CHAS:Mamm]1100,,,,Chlorochroa uhleri,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Texas",no specific locality recorded,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18444, 18444-a,b,c,) has been split into three separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
209,ekrimmel,18444.3,[CHAS:Mamm]1100,,,,Chlorochroa uhleri,legacy,unknown,,,4/19/1879,1879-04-19,1879-04-19,"North America, United States, California",Smith's Springs,"FROM SPECIMEN: Smith's Springs, S. California",Michelle Hauer,2016-07-19,unverified,3300,3300,ft,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18444, 18444-a,b,c,) has been split into three separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
214,ekrimmel,18445.1,[CHAS:Mamm]1100,,,,Holcostethus piceus,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Texas",no specific locality recorded,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18445, 18445-a,b,c,) has been split into three separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
213,ekrimmel,18445.2,[CHAS:Mamm]1100,,,,Holcostethus piceus,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Illinois",northern Illinois,FROM SPECIMEN: Northern Illinois,Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18445, 18445-a,b,c,) has been split into three separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
212,ekrimmel,18445.3,[CHAS:Mamm]1100,,,,Holcostethus piceus,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Florida, Saint Lucie County",Fort Capron,FROM SPECIMEN: Fort Capron [Historical Fort],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18445, 18445-a,b,c,) has been split into three separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
221,ekrimmel,18446.1,[CHAS:Mamm]1100,,,,Thyanta custator,legacy,unknown,,,4/19/1879,1879-04-19,1879-04-19,"North America, United States, California",Smith's Springs,"FROM SPECIMEN: Smith's Springs, S. California",Michelle Hauer,2016-07-19,unverified,3300,3300,ft,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18446, 18446-a,b,c,) has been split into four separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
220,ekrimmel,18446.2,[CHAS:Mamm]1100,,,,Thyanta custator,legacy,unknown,,,4/11/1879,1879-04-11,1879-04-11,"North America, United States, California",Bau's Ranch,"FROM SPECIMEN: Bau's Ranche, S. California",Michelle Hauer,2016-07-19,unverified,1100,1100,ft,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18446, 18446-a,b,c,) has been split into four separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
218,ekrimmel,18446.3,[CHAS:Mamm]1100,,,,Thyanta custator,legacy,unknown,,,4/17/1879,1879-04-17,1879-04-17,"North America, United States, California, San Bernardino County",San Bernardino,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,985,985,ft,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18446, 18446-a,b,c,) has been split into four separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
217,ekrimmel,18446.4,[CHAS:Mamm]1100,,,,Thyanta custator,legacy,unknown,,,4/11/1879,1879-04-11,1879-04-11,"North America, United States, California, Riverside County",Riverside,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,1050,1050,ft,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18446, 18446-a,b,c,) has been split into four separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
222,ekrimmel,18446.5,[CHAS:Mamm]1100,,,,Thyanta custator,legacy,unknown,,,4/23/1879,1879-04-23,1879-04-23,"North America, United States, California",Santa Ana River,"FROM SPECIMEN: Santa Ana River, S. California",Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18446, 18446-a,b,c,) has been split into four separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
219,ekrimmel,18446.6,[CHAS:Mamm]1100,,,,Thyanta custator,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, New Mexico, San Miguel County",Las Vegas,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18446, 18446-a,b,c,) has been split into four separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,2,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
216,ekrimmel,18446.7,[CHAS:Mamm]1100,,,,Thyanta custator,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Florida, Saint Lucie County",Fort Capron,FROM SPECIMEN: Fort Capron [Historical Fort],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18446, 18446-a,b,c,) has been split into four separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
224,ekrimmel,18447.1,[CHAS:Mamm]1100,,,,Thyanta {rugulosa},legacy,unknown,,,3/25/1879,1879-03-25,1879-03-25,"North America, United States, California, Los Angeles County",Los Angeles,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,205,205,ft,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18447, 18447-a,b,c,) has been split into three separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,2,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
225,ekrimmel,18447.2,[CHAS:Mamm]1100,,,,Thyanta {rugulosa},legacy,unknown,,,4/4/1879,1879-04-04,1879-04-04,"North America, United States, California, Los Angeles County",Los Angeles,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18447, 18447-a,b,c,) has been split into three separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
