MATCH,Class,Order,Family,Genus,species,subspecies,form/variety,FullName,Currently Accepted?,Accepted Name,Original Name,irn
Daedalochila delecta,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,delecta,,,"Daedalochila delecta (Hubricht, 1976)",Yes,"Daedalochila delecta (Hubricht, 1976)",,181002
Daedalochila deltoidea,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,deltoidea,,,"Daedalochila deltoidea (Simpson, 1889)",Yes,"Daedalochila deltoidea (Simpson, 1889)",,181003
Daedalochila doerfeuilliana,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,doerfeuilliana,,,"Daedalochila doerfeuilliana (Lea, 1838)",Yes,"Daedalochila doerfeuilliana (Lea, 1838)",,181004
Daedalochila dorfeuilliana,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,dorfeuilliana,,,"Daedalochila dorfeuilliana (Lea, I., 1838)",No,"Millerelix dorfeuilliana (Lea, I., 1838)",,151592
Daedalochila dorfeuilliana sampsoni,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,dorfeuilliana,sampsoni,,Daedalochila dorfeuilliana sampsoni (Wetherby),No,"Daedalochila doerfeuilliana (Lea, 1838)",,151593
Daedalochila fatigata,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,fatigata,,,"Daedalochila fatigata (Say, 1829)",Yes,"Daedalochila fatigata (Say, 1829)",,181005
Daedalochila fatigiata,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,fatigiata,,,"Daedalochila fatigiata (Say, 1820)",Yes,"Daedalochila fatigiata (Say, 1820)",,181006
Daedalochila gracilis,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,gracilis,,,"Daedalochila gracilis Hubricht, 1961",Yes,"Daedalochila gracilis Hubricht, 1961",,164604
Daedalochila hausmani,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,hausmani,,,"Daedalochila hausmani (Jackson, 1948)",Yes,"Daedalochila hausmani (Jackson, 1948)",,181007
Daedalochila hippocrepis,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,hippocrepis,,,"Daedalochila hippocrepis (L. Pfeiffer, 1848)",Yes,"Daedalochila hippocrepis (L. Pfeiffer, 1848)",,181009
Daedalochila jacksoni,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,jacksoni,,,"Daedalochila jacksoni (Bland, 1866)",No,"Millerelix jacksoni (Bland, 1866)",,151594
Daedalochila leporina,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,leporina,,,"Daedalochila leporina (Gould, 1848)",Yes,"Daedalochila leporina (Gould, 1848)",,181011
Daedalochila lithica,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,lithica,,,"Daedalochila lithica Hubricht, 1961",Yes,"Daedalochila lithica Hubricht, 1961",,164605
Daedalochila mooreana,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,mooreana,,,"Daedalochila mooreana (W.G. Binney, 1857)",Yes,"Daedalochila mooreana (W.G. Binney, 1857)",,181014
Daedalochila oppilata,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,oppilata,,,"Daedalochila oppilata (Morlet, 1849)",Yes,"Daedalochila oppilata (Morlet, 1849)",,181015
Daedalochila peninsulae,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,peninsulae,,,"Daedalochila peninsulae (Pilsbry, 1940)",Yes,"Daedalochila peninsulae (Pilsbry, 1940)",,181016
Daedalochila peregrina,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,peregrina,,,"Daedalochila peregrina (Rehder, 1932)",No,"Millerelix peregrina (Rehder, 1932)",,151595
Daedalochila plicata,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,plicata,,,"Daedalochila plicata (Say, 1821)",Yes,"Daedalochila plicata (Say, 1821)",,181018
Daedalochila polita,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,polita,,,"Daedalochila polita (Pilsbry & Hinkley, 1907)",Yes,"Daedalochila polita (Pilsbry & Hinkley, 1907)",,181019
Daedalochila postelliana,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,postelliana,,,"Daedalochila postelliana (Bland, 1859)",Yes,"Daedalochila postelliana (Bland, 1859)",,181021
Daedalochila postlliana,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,postlliana,,,"Daedalochila postlliana (Bland, 1859)",Yes,"Daedalochila postlliana (Bland, 1859)",,181022
Daedalochila pustula,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,pustula,,,"Daedalochila pustula (Férussac, 1822)",Yes,"Daedalochila pustula (Férussac, 1822)",,181023
Daedalochila pustuloides,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,pustuloides,,,"Daedalochila pustuloides (Bland, 1851)",Yes,"Daedalochila pustuloides (Bland, 1851)",,181024
Daedalochila rhoadsi,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,rhoadsi,,,"Daedalochila rhoadsi (Pilsbry, 1899)",Yes,"Daedalochila rhoadsi (Pilsbry, 1899)",,181025
Daedalochila scintilla,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,scintilla,,,"Daedalochila scintilla (Pilsbry & Hubricht, 1962)",Yes,"Daedalochila scintilla (Pilsbry & Hubricht, 1962)",,181027
Daedalochila simpsoni,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,simpsoni,,,"Daedalochila simpsoni (Pilsbry & Ferriss, 1907)",Yes,"Daedalochila simpsoni (Pilsbry & Ferriss, 1907)",,181028
Daedalochila subclausa,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,subclausa,,,"Daedalochila subclausa (Pilsbry, 1899)",Yes,"Daedalochila subclausa (Pilsbry, 1899)",,181029
Daedalochila tamaulipasensis,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,tamaulipasensis,,,"Daedalochila tamaulipasensis (Lea, I., 1857)",Yes,"Daedalochila tamaulipasensis (Lea, I., 1857)",,181031
Daedalochila texasiana,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,texasiana,,,"Daedalochila texasiana (Moricand, 1833)",Yes,"Daedalochila texasiana (Moricand, 1833)",,181032
Daedalochila tholus,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,tholus,,,"Daedalochila tholus (W.G. Binney, 1857)",Yes,"Daedalochila tholus (W.G. Binney, 1857)",,181033
Daedalochila triodontes,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,triodontes,,,"Daedalochila triodontes (Bland, 1861)",Yes,"Daedalochila triodontes (Bland, 1861)",,181034
Daedalochila triodontoides,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,triodontoides,,,"Daedalochila triodontoides (Bland, 1861)",Yes,"Daedalochila triodontoides (Bland, 1861)",,181035
Daedalochila troostiana,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,troostiana,,,"Daedalochila troostiana (Lea, I., 1839)",Yes,"Daedalochila troostiana (Lea, I., 1839)",,181036
Daedalochila uvulifera,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,uvulifera,,,"Daedalochila uvulifera (Shuttleworth, 1852)",Yes,"Daedalochila uvulifera (Shuttleworth, 1852)",,181037
,Gastropoda,Stylommatophora,Polygyridae,Daedalochila,,,,Daedalochila sp.,Yes,Daedalochila sp.,,164606
Euchemotrema fasciatum,Gastropoda,Stylommatophora,Polygyridae,Euchemotrema,fasciatum,,,"Euchemotrema fasciatum (Pilsbry, 1940)",Yes,"Euchemotrema fasciatum (Pilsbry, 1940)",,181040
Euchemotrema fraternum,Gastropoda,Stylommatophora,Polygyridae,Euchemotrema,fraternum,,,"Euchemotrema fraternum (Say, 1824)",Yes,"Euchemotrema fraternum (Say, 1824)",,181041
Euchemotrema fraternum fraternum,Gastropoda,Stylommatophora,Polygyridae,Euchemotrema,fraternum,fraternum,,"Euchemotrema fraternum fraternum (Say, 1824)",Yes,"Euchemotrema fraternum fraternum (Say, 1824)",,181042
Euchemotrema fraternum imperforatum,Gastropoda,Stylommatophora,Polygyridae,Euchemotrema,fraternum,imperforatum,,"Euchemotrema fraternum imperforatum (Pilsbry, 1900)",Yes,"Euchemotrema fraternum imperforatum (Pilsbry, 1900)",,181043
Euchemotrema fraternum montanum,Gastropoda,Stylommatophora,Polygyridae,Euchemotrema,fraternum,montanum,,"Euchemotrema fraternum montanum (Archer, 1939)",Yes,"Euchemotrema fraternum montanum (Archer, 1939)",,181044
Euchemotrema hubrichti,Gastropoda,Stylommatophora,Polygyridae,Euchemotrema,hubrichti,,,"Euchemotrema hubrichti (Pilsbry, 1940)",Yes,"Euchemotrema hubrichti (Pilsbry, 1940)",,181045
Euchemotrema leai,Gastropoda,Stylommatophora,Polygyridae,Euchemotrema,leai,,,"Euchemotrema leai (A. Binney, 1841)",Yes,"Euchemotrema leai (A. Binney, 1841)",,181046
Euchemotrema leai aliciae,Gastropoda,Stylommatophora,Polygyridae,Euchemotrema,leai,aliciae,,"Euchemotrema leai aliciae (Pilsbry, 1893)",Yes,"Euchemotrema leai aliciae (Pilsbry, 1893)",,181047
Euchemotrema leai cheatumi,Gastropoda,Stylommatophora,Polygyridae,Euchemotrema,leai,cheatumi,,"Euchemotrema leai cheatumi (Fullington, 1974)",Yes,"Euchemotrema leai cheatumi (Fullington, 1974)",,181048
Euchemotrema leai leai,Gastropoda,Stylommatophora,Polygyridae,Euchemotrema,leai,leai,,"Euchemotrema leai leai (A. Binney, 1841)",Yes,"Euchemotrema leai leai (A. Binney, 1841)",,181049
Euchemotrema monodon,Gastropoda,Stylommatophora,Polygyridae,Euchemotrema,monodon,,,Euchemotrema monodon,Unknown,,,187980
Euchemotrema wichitorum,Gastropoda,Stylommatophora,Polygyridae,Euchemotrema,wichitorum,,,"Euchemotrema wichitorum (Branson, 1972)",Yes,"Euchemotrema wichitorum (Branson, 1972)",,181050
,Gastropoda,Stylommatophora,Polygyridae,Euchemotrema,,,friersoni,Euchemotrema sp. var. friersoni,Unknown,,,187978
,Gastropoda,Stylommatophora,Polygyridae,Euchemotrema,,,leai,Euchemotrema sp. var. leai Ward,Unknown,,,187979
Fumonelix archeri,Gastropoda,Stylommatophora,Polygyridae,Fumonelix,archeri,,,"Fumonelix archeri (Pilsbry, 1940)",Yes,"Fumonelix archeri (Pilsbry, 1940)",,181051
Fumonelix cherohalaensis,Gastropoda,Stylommatophora,Polygyridae,Fumonelix,cherohalaensis,,,"Fumonelix cherohalaensis Dourson, 2012",Yes,"Fumonelix cherohalaensis Dourson, 2012",,530642
Fumonelix christyi,Gastropoda,Stylommatophora,Polygyridae,Fumonelix,christyi,,,"Fumonelix christyi (Bland, 1860)",Yes,"Fumonelix christyi (Bland, 1860)",,181052
Fumonelix clingmanicus,Gastropoda,Stylommatophora,Polygyridae,Fumonelix,clingmanicus,,,"Fumonelix clingmanicus (Pilsbry, 1904)",Yes,"Fumonelix clingmanicus (Pilsbry, 1904)",,181053
Fumonelix jonesiana,Gastropoda,Stylommatophora,Polygyridae,Fumonelix,jonesiana,,,"Fumonelix jonesiana (Archer, 1938)",Yes,"Fumonelix jonesiana (Archer, 1938)",,181054
Fumonelix jonesianus,Gastropoda,Stylommatophora,Polygyridae,Fumonelix,jonesianus,,,"Fumonelix jonesianus (Archer, 1938)",Yes,"Fumonelix jonesianus (Archer, 1938)",,181055
Fumonelix langdoni,Gastropoda,Stylommatophora,Polygyridae,Fumonelix,langdoni,,,"Fumonelix langdoni Dourson, 2012",Yes,"Fumonelix langdoni Dourson, 2012",,530641
Fumonelix orestes,Gastropoda,Stylommatophora,Polygyridae,Fumonelix,orestes,,,"Fumonelix orestes (Hubricht, 1975)",Yes,"Fumonelix orestes (Hubricht, 1975)",,181056
Fumonelix roanensis,Gastropoda,Stylommatophora,Polygyridae,Fumonelix,roanensis,,,"Fumonelix roanensis Dourson, 2012",Yes,"Fumonelix roanensis Dourson, 2012",,530643
Fumonelix wetherbyi,Gastropoda,Stylommatophora,Polygyridae,Fumonelix,wetherbyi,,,"Fumonelix wetherbyi (Bland, 1873)",Yes,"Fumonelix wetherbyi (Bland, 1873)",,181057
Fumonelix wheatleyi,Gastropoda,Stylommatophora,Polygyridae,Fumonelix,wheatleyi,,,"Fumonelix wheatleyi (Bland, 1860)",Yes,"Fumonelix wheatleyi (Bland, 1860)",,181058
,Gastropoda,Stylommatophora,Polygyridae,Fumonelix,,,,Fumonelix sp.,Yes,Fumonelix sp.,,164607
Inflecta berlanderiana,Gastropoda,Stylommatophora,Polygyridae,Inflecta,berlanderiana,,,Inflecta berlanderiana,Unknown,,,192105
Inflecta complanata,Gastropoda,Stylommatophora,Polygyridae,Inflecta,complanata,,,Inflecta complanata,Unknown,,,198346
Inflecta inflecta,Gastropoda,Stylommatophora,Polygyridae,Inflecta,inflecta,,,"Inflecta inflecta (Say, 1821)",No,"Inflectarius inflectus (Say, 1821)",,153177
Inflectarius approximans,Gastropoda,Stylommatophora,Polygyridae,Inflectarius,approximans,,,"Inflectarius approximans (Clapp, 1905)",Yes,"Inflectarius approximans (Clapp, 1905)",,181059
Inflectarius downieanus,Gastropoda,Stylommatophora,Polygyridae,Inflectarius,downieanus,,,"Inflectarius downieanus (Bland, 1861)",Yes,"Inflectarius downieanus (Bland, 1861)",,181060
Inflectarius edentatus,Gastropoda,Stylommatophora,Polygyridae,Inflectarius,edentatus,,,"Inflectarius edentatus (Sampson, 1889)",Yes,"Inflectarius edentatus (Sampson, 1889)",,181061
Inflectarius ferrissi,Gastropoda,Stylommatophora,Polygyridae,Inflectarius,ferrissi,,,"Inflectarius ferrissi (Pilsbry, 1897)",Yes,"Inflectarius ferrissi (Pilsbry, 1897)",,181062
Inflectarius inflectus,Gastropoda,Stylommatophora,Polygyridae,Inflectarius,inflectus,,,"Inflectarius inflectus (Say, 1821)",Yes,"Inflectarius inflectus (Say, 1821)",,181063
Inflectarius kalmianus,Gastropoda,Stylommatophora,Polygyridae,Inflectarius,kalmianus,,,"Inflectarius kalmianus (Hubricht, 1965)",Yes,"Inflectarius kalmianus (Hubricht, 1965)",,181064
Inflectarius magazinensis,Gastropoda,Stylommatophora,Polygyridae,Inflectarius,magazinensis,,,"Inflectarius magazinensis (Pilsbry & Ferriss, 1907)",Yes,"Inflectarius magazinensis (Pilsbry & Ferriss, 1907)",,181065
Inflectarius rugeli,Gastropoda,Stylommatophora,Polygyridae,Inflectarius,rugeli,,,"Inflectarius rugeli (Shuttleworth, 1852)",Yes,"Inflectarius rugeli (Shuttleworth, 1852)",,181066
Inflectarius smithi,Gastropoda,Stylommatophora,Polygyridae,Inflectarius,smithi,,,"Inflectarius smithi (Clapp, 1905)",Yes,"Inflectarius smithi (Clapp, 1905)",,181067
Inflectarius subpalliatus,Gastropoda,Stylommatophora,Polygyridae,Inflectarius,subpalliatus,,,"Inflectarius subpalliatus (Pilsbry, 1893)",Yes,"Inflectarius subpalliatus (Pilsbry, 1893)",,181068
Inflectarius versus,Gastropoda,Stylommatophora,Polygyridae,Inflectarius,versus,,,"Inflectarius versus (Hubricht, 1954)",Yes,"Inflectarius versus (Hubricht, 1954)",,181069
Inflectarius verus,Gastropoda,Stylommatophora,Polygyridae,Inflectarius,verus,,,"Inflectarius verus (Hubricht, 1954)",Yes,"Inflectarius verus (Hubricht, 1954)",,181070
,Gastropoda,Stylommatophora,Polygyridae,Inflectarius,,,,Inflectarius sp.,Yes,Inflectarius sp.,,164611
Lobosculum leporinum,Gastropoda,Stylommatophora,Polygyridae,Lobosculum,leporinum,,,"Lobosculum leporinum (Gould, 1848)",Yes,"Lobosculum leporinum (Gould, 1848)",,181073
Lobosculum pustula,Gastropoda,Stylommatophora,Polygyridae,Lobosculum,pustula,,,"Lobosculum pustula (Férussac, 1832)",Yes,"Lobosculum pustula (Férussac, 1832)",,181074
Lobosculum pustuloides,Gastropoda,Stylommatophora,Polygyridae,Lobosculum,pustuloides,,,"Lobosculum pustuloides (Bland, 1858)",Yes,"Lobosculum pustuloides (Bland, 1858)",,181075
Mesodon albolabris,Gastropoda,Stylommatophora,Polygyridae,Mesodon,albolabris,,,Mesodon albolabris Say,Unknown,,,192770
Mesodon albolabris,Gastropoda,Stylommatophora,Polygyridae,Mesodon,albolabris,,elevate,Mesodon albolabris var. elevate,Unknown,,,198515
Mesodon albolabris,Gastropoda,Stylommatophora,Polygyridae,Mesodon,albolabris,,fusca,Mesodon albolabris var. fusca (Billups),Unknown,,,182841
Mesodon altivaga,Gastropoda,Stylommatophora,Polygyridae,Mesodon,altivaga,,,"Mesodon altivaga (Pilsbry, 1940)",Yes,"Mesodon altivaga (Pilsbry, 1940)",,181076
Mesodon altivaga normalis,Gastropoda,Stylommatophora,Polygyridae,Mesodon,altivaga,normalis,,Mesodon altivaga normalis,Unknown,,,198516
Mesodon altivagus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,altivagus,,,"Mesodon altivagus (Pilsbry, 1900)",Yes,"Mesodon altivagus (Pilsbry, 1900)",,181077
Mesodon amigera,Gastropoda,Stylommatophora,Polygyridae,Mesodon,amigera,,,Mesodon amigera Ancey,Unknown,,,192771
Mesodon andresae normalis,Gastropoda,Stylommatophora,Polygyridae,Mesodon,andresae,normalis,,Mesodon andresae normalis,Unknown,,,198517
Mesodon andresii normalis,Gastropoda,Stylommatophora,Polygyridae,Mesodon,andresii,normalis,,Mesodon andresii normalis Pilsbry,Unknown,,,192772
Mesodon andrewsae altivaga,Gastropoda,Stylommatophora,Polygyridae,Mesodon,andrewsae,altivaga,,"Mesodon andrewsae altivaga (Pilsbry, 1900)",No,"Mesodon altivagus (Pilsbry, 1900)",,153656
Mesodon andrewsae altivega,Gastropoda,Stylommatophora,Polygyridae,Mesodon,andrewsae,altivega,,Mesodon andrewsae altivega (Pilsbry),No,"Mesodon altivagus (Pilsbry, 1900)",,153657
Mesodon andrewsae andrewsae,Gastropoda,Stylommatophora,Polygyridae,Mesodon,andrewsae,andrewsae,,Mesodon andrewsae andrewsae (Binney),No,"Mesodon andrewsae W.G. Binney, 1879",,153658
Mesodon andrewsae intermedia,Gastropoda,Stylommatophora,Polygyridae,Mesodon,andrewsae,intermedia,,Mesodon andrewsae intermedia Walker,No,"Mesodon andrewsae W.G. Binney, 1879",,153659
Mesodon andrewsae normalis,Gastropoda,Stylommatophora,Polygyridae,Mesodon,andrewsae,normalis,,Mesodon andrewsae normalis (Pilsbry),No,"Mesodon normalis (Pilsbry, 1900)",,153660
Mesodon andrewsae,Gastropoda,Stylommatophora,Polygyridae,Mesodon,andrewsae,,,"Mesodon andrewsae W.G. Binney, 1879",Yes,"Mesodon andrewsae W.G. Binney, 1879",,164612
Mesodon andrewsi normalis,Gastropoda,Stylommatophora,Polygyridae,Mesodon,andrewsi,normalis,,Mesodon andrewsi normalis,Unknown,,,198519
Mesodon andrewsi,Gastropoda,Stylommatophora,Polygyridae,Mesodon,andrewsi,,major,Mesodon andrewsi var. major,Unknown,,,198518
Mesodon andrewsiae,Gastropoda,Stylommatophora,Polygyridae,Mesodon,andrewsiae,,,Mesodon andrewsiae (Pilsbry),No,"Mesodon andrewsae W.G. Binney, 1879",,153661
Mesodon appressus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,appressus,,,Mesodon appressus (Say),No,"Patera appressa (Say, 1821)",,153663
Mesodon appressus extremis,Gastropoda,Stylommatophora,Polygyridae,Mesodon,appressus,extremis,,Mesodon appressus extremis MacMillan,No,"Patera appressa (Say, 1821)",,153664
Mesodon appressus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,appressus,,linguiferus,Mesodon appressus f. linguiferus,Unknown,,,198520
Mesodon appressus laevior,Gastropoda,Stylommatophora,Polygyridae,Mesodon,appressus,laevior,,Mesodon appressus laevior (Pilsbry),No,"Patera laevior (Pilsbry, 1940)",,153665
Mesodon appressus sculptior,Gastropoda,Stylommatophora,Polygyridae,Mesodon,appressus,sculptior,,Mesodon appressus sculptior Chadwick,No,"Patera appressa (Say, 1821)",,153666
Mesodon appresus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,appresus,,,Mesodon appresus,Unknown,,,198521
Mesodon approximans,Gastropoda,Stylommatophora,Polygyridae,Mesodon,approximans,,,Mesodon approximans Pilsbry,No,"Inflectarius approximans (Clapp, 1905)",,153667
Mesodon apressus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,apressus,,,Mesodon apressus,Unknown,,,198522
Mesodon archeri,Gastropoda,Stylommatophora,Polygyridae,Mesodon,archeri,,,Mesodon archeri Pilsbry,No,"Fumonelix archeri (Pilsbry, 1940)",,153668
Mesodon armigerus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,armigerus,,,Mesodon armigerus Ancey,Unknown,,,192776
Mesodon bacculentus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,bacculentus,,,Mesodon bacculentus,Unknown,,,192777
Mesodon binneyanus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,binneyanus,,,"Mesodon binneyanus (Pilsbry, 1899)",No,"Patera binneyana (Pilsbry, 1899)",,181078
Mesodon bucculentus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,bucculentus,,,Mesodon bucculentus Gould,Unknown,,,192778
Mesodon burringtoni,Gastropoda,Stylommatophora,Polygyridae,Mesodon,burringtoni,,,"Mesodon burringtoni Hubricht, 1958",Yes,"Mesodon burringtoni Hubricht, 1958",,164613
Mesodon chilhoweensis,Gastropoda,Stylommatophora,Polygyridae,Mesodon,chilhoweensis,,,"Mesodon chilhoweensis (Lewis, 1870)",Yes,"Mesodon chilhoweensis (Lewis, 1870)",,181079
Mesodon chilhoweensis,Gastropoda,Stylommatophora,Polygyridae,Mesodon,chilhoweensis,,sayii,Mesodon chilhoweensis var. sayii,Unknown,,,198523
Mesodon christyi,Gastropoda,Stylommatophora,Polygyridae,Mesodon,christyi,,,Mesodon christyi (Bland),No,"Fumonelix christyi (Bland, 1860)",,153669
Mesodon clarki,Gastropoda,Stylommatophora,Polygyridae,Mesodon,clarki,,,Mesodon clarki (Lea),No,"Patera clarkii (Lea, I., 1858)",,153670
Mesodon clarki nantahala,Gastropoda,Stylommatophora,Polygyridae,Mesodon,clarki,nantahala,,Mesodon clarki nantahala Clench & Banks,No,"Patera clarkii nantahala (Clench & Banks, 1932)",,153671
Mesodon clarki nantahalae,Gastropoda,Stylommatophora,Polygyridae,Mesodon,clarki,nantahalae,,Mesodon clarki nantahalae (Clench & Banks),No,"Patera clarkii nantahala (Clench & Banks, 1932)",,153672
Mesodon clausus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,clausus,,,"Mesodon clausus (Say, 1821)",Yes,"Mesodon clausus (Say, 1821)",,181080
Mesodon clausus clausus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,clausus,clausus,,"Mesodon clausus clausus (Say, 1821)",Yes,"Mesodon clausus clausus (Say, 1821)",,181081
Mesodon clausus trossulus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,clausus,trossulus,,"Mesodon clausus trossulus Hubricht, 1966",Yes,"Mesodon clausus trossulus Hubricht, 1966",,164614
Mesodon clenchi,Gastropoda,Stylommatophora,Polygyridae,Mesodon,clenchi,,,Mesodon clenchi (Rehder),No,"Patera clenchi (Rehder, 1932)",,153673
Mesodon clingmanicus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,clingmanicus,,,"Mesodon clingmanicus (Pilsbry, 1904)",Yes,"Mesodon clingmanicus (Pilsbry, 1904)",,181082
Mesodon columbiana,Gastropoda,Stylommatophora,Polygyridae,Mesodon,columbiana,,labiata,Mesodon columbiana var. labiata Gould,Unknown,,,192779
Mesodon columbiana,Gastropoda,Stylommatophora,Polygyridae,Mesodon,columbiana,,labriosa,Mesodon columbiana var. labriosa,Unknown,,,198524
Mesodon columbianus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,columbianus,,,Mesodon columbianus Gould,Unknown,,,192781
Mesodon dentifera,Gastropoda,Stylommatophora,Polygyridae,Mesodon,dentifera,,,Mesodon dentifera,Unknown,,,198525
Mesodon dentifera,Gastropoda,Stylommatophora,Polygyridae,Mesodon,dentifera,,majoris,Mesodon dentifera var. majoris,Unknown,,,198526
Mesodon dentiferus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,dentiferus,,,Mesodon dentiferus,Unknown,,,192782
Mesodon devius,Gastropoda,Stylommatophora,Polygyridae,Mesodon,devius,,,Mesodon devius Gould,Unknown,,,192783
Mesodon divestus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,divestus,,,Mesodon divestus,Unknown,,,198527
Mesodon downieanus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,downieanus,,,"Mesodon downieanus (Bland, 1861)",No,"Inflectarius downieanus (Bland, 1861)",,153674
Mesodon edentatus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,edentatus,,,Mesodon edentatus,Unknown,,,198528
Mesodon edentulous,Gastropoda,Stylommatophora,Polygyridae,Mesodon,edentulous,,,Mesodon edentulous,Unknown,,,198529
Mesodon elevatus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,elevatus,,,"Mesodon elevatus (Say, 1821)",Yes,"Mesodon elevatus (Say, 1821)",,181083
Mesodon elevatus tenneseensis,Gastropoda,Stylommatophora,Polygyridae,Mesodon,elevatus,tenneseensis,,Mesodon elevatus tenneseensis Lea,No,"Triodopsis tennesseensis (Walker & Pilsbry, 1902)",,153675
Mesodon exolectus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,exolectus,,,Mesodon exolectus Binney,No,"Mesodon zaletus (A. Binney, 1837)",,153676
Mesodon exoleta,Gastropoda,Stylommatophora,Polygyridae,Mesodon,exoleta,,,Mesodon exoleta Binney,No,"Mesodon zaletus (A. Binney, 1837)",,153677
Mesodon exoletus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,exoletus,,,Mesodon exoletus Binney,Unknown,,,192784
Mesodon ferrissi,Gastropoda,Stylommatophora,Polygyridae,Mesodon,ferrissi,,,Mesodon ferrissi Pilsbry,No,"Inflectarius ferrissi (Pilsbry, 1897)",,153678
Mesodon indianorum,Gastropoda,Stylommatophora,Polygyridae,Mesodon,indianorum,,,Mesodon indianorum (Pilsbry),No,"Patera indianorum (Pilsbry, 1899)",,153679
Mesodon inflectus edentatus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,inflectus,edentatus,,Mesodon (Inflectarius) inflectus edentatus,Unknown,,,198536
Mesodon inflectus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,inflectus,,,"Mesodon inflectus (Say, 1821)",No,"Inflectarius inflectus (Say, 1821)",,153680
Mesodon inflectus edentatus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,inflectus,edentatus,,Mesodon inflectus edentatus,Unknown,,,198530
Mesodon inflectus mobilensis,Gastropoda,Stylommatophora,Polygyridae,Mesodon,inflectus,mobilensis,,Mesodon inflectus mobilensis (Clapp),No,"Inflectarius inflectus (Say, 1821)",,153681
Mesodon inflectus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,inflectus,,media,Mesodon inflectus var. media,Unknown,,,192785
Mesodon jonesianus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,jonesianus,,,Mesodon jonesianus,Unknown,,,198531
Mesodon kalmianus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,kalmianus,,,"Mesodon kalmianus Hubricht, 1965",Yes,"Mesodon kalmianus Hubricht, 1965",,164615
Mesodon kiowaensis,Gastropoda,Stylommatophora,Polygyridae,Mesodon,kiowaensis,,,Mesodon kiowaensis (Simpson),No,"Patera kiowaensis (Simpson, 1888)",,153682
Mesodon laevior,Gastropoda,Stylommatophora,Polygyridae,Mesodon,laevior,,,"Mesodon laevior (Hubricht, 1968)",No,"Patera laevior (Pilsbry, 1940)",,153683
Mesodon lawai,Gastropoda,Stylommatophora,Polygyridae,Mesodon,lawai,,,Mesodon lawai Lewis,Unknown,,,192786
