TAXON (original),Phylum,Class,Order,Family,Genus,Genus (original from spreadsheet),Species,Species (original from spreadsheet),Subspecies,Subspecies (original from spreadsheet),Synonyms (old)
Lithasia obovata,Mollusca,Gastropoda,,Pleuroceridae,Lithasia,Lithasia,obovata,obovata,,,
Lithasia salebrosa,Mollusca,Gastropoda,,Pleuroceridae,Lithasia,Lithasia,salebrosa,salebrosa,,,A.
Lithasia sp.,Mollusca,Gastropoda,,,Lithasia,Lithasia,,,,,
Lithasia subglobosa,Mollusca,Gastropoda,,Pleuroceridae,Lithasia,Lithasia,subglobosa,subglobosa,,,A.
Lithasia verrucosa,Mollusca,Gastropoda,,Pleuroceridae,Lithasia,Lithasia,verrucosa,verrucosa,,,Angitrema
Lithasia verrucosa,Mollusca,Gastropoda,,Pleuroceridae,Lithasia,Lithasia,verrucosa,verrucosa,,,
Lithasia verrucosa,Mollusca,Gastropoda,,Pleuroceridae,Lithasia,Lithasia,verrucosa,verrucosa,,,
Lithasia verrucosa,Mollusca,Gastropoda,,Pleuroceridae,Lithasia,Lithasia,verrucosa,verrucosa,,,
Lithoglyphus fuscus,Mollusca,Gastropoda,,Lithoglyphidae,Lithoglyphus,Lithoglyphus,fuscus,fuscus,,,Lithoglyphus fuscus Pfeiffer
Lithophaga antillarum,Mollusca,Bivalvia,,Mytilidae,Lithophaga,Lithophaga,antillarum,antillarum,,,
Lithophaga aristata,Mollusca,Bivalvia,,,Lithophaga,Lithophaga,aristata,aristata,,,L. caudigera Lamarck
Lithopoma sp.,Mollusca,Gastropoda,,Turbinidae,Lithopoma,Lithopoma?,,,,,
Litiopa bombyx,Mollusca,Gastropoda,,Litiopidae,Litiopa,Litiopa,bombyx,bombyx,,,
Litiopa bombyx,Mollusca,Gastropoda,,Litiopidae,Litiopa,Litiopa,bombyx,bombyx,,,
Littoraria coccinea,Mollusca,Gastropoda,,Littorinidae,Littoraria,Littoraria,coccinea,coccinea,,,
Littorina angilifera,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,angilifera,angilifera,,,
Littorina anguilfera,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,anguilfera,anguilfera,,,
Littorina anguilfera,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,anguilfera,anguilfera,,,
Littorina anguilifera,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,anguilifera,anguilifera,,,
Littorina angulifera,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,angulifera,angulifera,,,
Littorina angulifera,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,angulifera,angulifera,,,
Littorina angulifera,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,angulifera,angulifera,,,
Littorina angulifera,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,angulifera,angulifera,,,
Littorina angulifera,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,angulifera,angulifera,,,
Littorina angulifera,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,angulifera,angulifera,,,
Littorina angulifera,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,angulifera,angulifera,,,
Littorina angulifera,Mollusca,Gastropoda,,,Littorina,Littorina,angulifera,angulifera,,,
Littorina angulifera,Mollusca,Gastropoda,,,Littorina,Littorina,angulifera,angulifera,,,
Littorina angulifera,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,angulifera,angulifera,,,
Littorina aspera,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,aspera,aspera,,,
Littorina carinata,Mollusca,Gastropoda,,Littorinidae,Littorina,Lit. Littorina,carinata,carinata,,,
Littorina compressa,Mollusca,Gastropoda,,Littorinidae,Littorina,Lit. Littorina,compressa,compressa,,,
Littorina conspersa,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,conspersa,conspersa,,,
Littorina constricta,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,constricta,constricta,,,
Littorina dorbignyana,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,dorbignyana,dorbignyana,,,
Littorina fasciata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,fasciata,fasciata,,,
Littorina flava,Mollusca,Gastropoda,,Littorinidae,Littorina,Lit. Littorina,flava,flava,,,
Littorina intermedia,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,intermedia,intermedia,,,
Littorina irrorata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,irrorata,irrorata,,,
Littorina irrorata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,irrorata,irrorata,,,
Littorina irrorata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,irrorata,irrorata,,,
Littorina irrorata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,irrorata,irrorata,,,
Littorina irrorata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,irrorata,irrorata,,,
Littorina lineata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,lineata,lineata,,,
Littorina lineata,Mollusca,Gastropoda,,Littorinidae,Littorina,Lit. Littorina,lineata,lineata,,,
Littorina litiana,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,litiana,litiana,,,
Littorina littorea,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,littorea,littorea,,,
Littorina littorea,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,littorea,littorea,,,
Littorina littorea,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,littorea,littorea,,,
Littorina littorea,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,littorea,littorea,,,
Littorina littorea,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,littorea,littorea,,,
Littorina littorea,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,littorea,littorea,,,
Littorina littorea,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,littorea,littorea,,,
Littorina littorea,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,littorea,littorea,,,
Littorina littorea,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,littorea,littorea,,,
Littorina littorea,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,littorea,littorea,,,
Littorina littorea,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,littorea,littorea,,,
Littorina littorea,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,littorea,littorea,,,
Littorina littorea,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,littorea,littorea,,,
Littorina littorea,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,littorea,littorea,,,
Littorina littorea,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,littorea,littorea,,,
Littorina littorea,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,littorea,littorea,,,
Littorina littorea,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,littorea,littorea,,,
Littorina littorea,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,littorea,littorea,,,
Littorina littorea,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,littorea,littorea,,,
Littorina littorea,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,littorea,littorea,,,
Littorina littorea,Mollusca,Gastropoda,,,Littorina,Littorina,littorea,littorea,,,
Littorina mauritiana,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,mauritiana,mauritiana,,,
Littorina muricata,Mollusca,Bivalvia,,,Littorina,Littorina,muricata,muricata,,,
Littorina nebulosa columellaris,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,nebulosa,nebulosa,columellaris,columellaris,
Littorina neritoides,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,neritoides,neritoides,,,
Littorina neritoides,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,neritoides,neritoides,,,
Littorina nodulosa,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,nodulosa,nodulosa,,,
Littorina obesa,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,obesa,obesa,,,
Littorina obtusata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,obtusata,obtusata,,,
Littorina obtusata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,obtusata,obtusata,,,
Littorina obtusata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,obtusata,obtusata,,,
Littorina palliata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,palliata,palliata,,,"Littorina neriotoides, obturata "
Littorina palliata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,palliata,palliata,,,
Littorina palliata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,palliata,palliata,,,
Littorina palliata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,palliata,palliata,,,
Littorina palliata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,palliata,palliata,,,
Littorina palliata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,palliata,palliata,,,
Littorina palliata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,palliata,palliata,,,
Littorina palliata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,palliata,palliata,,,
Littorina parta,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,parta,parta,,,
Littorina peruviana,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,peruviana,peruviana,,,
Littorina peruviana,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,peruviana,peruviana,,,
Littorina philippi,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,philippi,philippi,,,
Littorina philippi,Mollusca,Gastropoda,,Littorinidae,Littorina,Lit. Littorina,philippi,philippi,,,
Littorina pintado,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,pintado,pintado,,,
Littorina planaxis,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,planaxis,planaxis,,,
Littorina planaxis,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,planaxis,planaxis,,,
Littorina planaxis,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,planaxis,planaxis,,,
Littorina planaxis,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,planaxis,planaxis,,,
Littorina planaxis,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,planaxis,planaxis,,,
Littorina planaxis,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,planaxis,planaxis,,,
Littorina planaxis,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,planaxis,planaxis,,,
Littorina planaxis,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,planaxis,planaxis,,,
Littorina pullata,Mollusca,Gastropoda,,Littorinidae,Littorina,Lit. Littorina,pullata,pullata Cfr,,,
Littorina puntado,Mollusca,Gastropoda,,Littorinidae,Littorina,Lit. Littorina,puntado,puntado,,,
Littorina rudis,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,rudis,rudis,,,L. tenebrosa Glo
Littorina rudis,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,rudis,rudis,,,
Littorina rudis,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,rudis,rudis,,,
Littorina rudis,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,rudis,rudis,,,
Littorina rudis,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,rudis,rudis,,,
Littorina rudis,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,rudis,rudis,,,
Littorina rudis,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,rudis,rudis,,,
Littorina rudis,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,rudis,rudis,,,
Littorina rudis,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,rudis,rudis,,,
Littorina rudis,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,rudis,rudis,,,
Littorina rudis,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,rudis,rudis,,,
Littorina rugosa,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,rugosa,rugosa,,Linn,
Littorina scabra,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,scabra,scabra,,,
Littorina scabra,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,scabra,scabra,,,
Littorina scutelata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,scutelata,scutelata,,,
Littorina scutelata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,scutelata,scutelata,,,
Littorina scutulata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,scutulata,scutulata,,,
Littorina scutulata,Mollusca,Gastropoda,,Littorinidae,Littorina,Lit. Littorina,scutulata,scutulata,,,
Littorina scutulata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,scutulata,scutulata,,,
Littorina sitkana,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,sitkana,sitkana,,,
Littorina sitkana,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,sitkana,sitkana,,,
Littorina sp.,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,,,,,
Littorina sp.,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,,,,,
Littorina sp.,Mollusca,Gastropoda,,,Littorina,Littorina?,,,,,
Littorina sp.,Mollusca,Gastropoda,,,Littorina,Littorina,,lineata or ziczac,,,
Littorina sp.,Mollusca,Gastropoda,,,Littorina,Littorina,,,,,
Littorina sp.,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,,neritoides or caerulescens,,,
Littorina sp.,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,,,,,
Littorina sp.,Mollusca,Gastropoda,,Littorinidae,Littorina,Lit. Littorina,,orbyensis or palidinella see notes,,,
Littorina sp.,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,,,,,
Littorina sp.,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina?,,,,,
Littorina sp.,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,,,,,
Littorina sp.,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,,neritoides or caerulescens,,,
Littorina sp.,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,,,,,
Littorina sp.,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,,,,,
Littorina sp.,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,,,,,
Littorina sp.,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,,,,,
Littorina sp.,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,,sp.,,,
Littorina sp.,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,,sp.,,,
Littorina sp.,Mollusca,Gastropoda,,,Littorina,Littorina,,,,,
Littorina sp.,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,,,,,
Littorina sp.,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,,,,,
Littorina sp.,Mollusca,Gastropoda,,,Littorina,Littorina,,,,,
Littorina sp.,Mollusca,Gastropoda,,,Littorina,Littorina},,,,,
Littorina striata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,striata,striata,,,
Littorina sudis,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,sudis,sudis,,,
Littorina sufonir,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina?,sufonir,sufonir? [illegible],,,
Littorina tessalata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,tessalata,tessalata,,,
Littorina tessellata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,tessellata,tessellata,,,
Littorina undala,Mollusca,Gastropoda,,Littorinidae,Littorina,Lit. Littorina,undala,undala,,,
Littorina undulata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,undulata,undulata,,,
Littorina undulata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,undulata,undulata,,,
Littorina unifasciata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,unifasciata,unifasciata,,,
Littorina zebra,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,zebra,zebra,,,
Littorina ziczac,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,ziczac,ziczac,,,
Littorina ziczac,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,ziczac,ziczac,,,
Littorina ziczac,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,ziczac,ziczac,,,
Littorina ziczac,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,ziczac,ziczac,,,
Littorina ziczac,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,ziczac,ziczac,,,
Littorina ziczac lineata,Mollusca,Gastropoda,,Littorinidae,Littorina,Littorina,ziczac,ziczac,lineata,lineata,
Littornia nebulosa columellaris,Mollusca,Gastropoda,,Littorinidae,Littornia,Littornia,nebulosa,nebulosa,columellaris,columellaris,
Livona pica,Mollusca,Gastropoda,,Trochidae,Livona,Livona,pica,pica,,,
Livona pica,Mollusca,Gastropoda,,Trochidae,Livona,Livona,pica,pica,,,
Livona pica,Mollusca,Gastropoda,,Trochidae,Livona,Livona,pica,pica,,,
Livona pica,Mollusca,Gastropoda,,Trochidae,Livona,Livona,pica,pica,,,
Livona pica,Mollusca,Gastropoda,,Trochidae,Livona,Livona,pica,pica,,,
Lobosculum pustula,Mollusca,Gastropoda,,Polygyridae,Lobosculum,Lobosculum,pustula,pustula,,,Polygyra pustula Ferrusac
Lobosculum pustuloides,Mollusca,Gastropoda,,Polygyridae,Lobosculum,Lobosculum,pustuloides,pustuloides,,,Polygyra pustuloides Bland
Lopha frons,Mollusca,Bivalvia,,,Lopha,Lopha,frons,frons,,,
Lorica volvox,Mollusca,Polyplacophora,,,Lorica,Lorica,volvox,volvox,,,
Loripes edentula,Mollusca,Bivalvia,,,Loripes,Loripes,edentula,edentula,,,
Lotorium femorale,Mollusca,Gastropoda,,Ranellidae,Lotorium,Lotorium,femorale,femorale,,,
Lottia gigantea,Mollusca,Gastropoda,,Lottidae,Lottia,Lottia,gigantea,gigantea,,,
Lottia gigantea,Mollusca,Gastropoda,,Lottiidae,Lottia,Lottia,gigantea,gigantea,,,
Lottia gigantea,Mollusca,Gastropoda,,Lottiidae,Lottia,Lottia,gigantea,gigantea,,,
Lottis gigantea,Mollusca,Gastropoda,,,Lottis,Lottis,gigantea,gigantea,,,
Lucapina cancellata,Mollusca,Gastropoda,,Fissurellidae,Lucapina,Lucapina,cancellata,cancellata,,,
Lucapina crenulata,Mollusca,Gastropoda,,Fissurellidae,Lucapina,Lucapina,crenulata,crenulata,,,
Lucapina crenulata,Mollusca,Gastropoda,,Fissurellidae,Lucapina,Lucapina,crenulata,crenulata,,,
Lucapina eventulata,Mollusca,Gastropoda,,Fissurellidae,Lucapina,Lucapina,eventulata,eventulata,,,
Lucapina evenulata,Mollusca,Gastropoda,,Fissurellidae,Lucapina,Lucapina,evenulata,evenulata,,,
Lucapina suffusa,Mollusca,Gastropoda,,Fissurellidae,Lucapina,Lucapina,suffusa,suffusa?,,,
Lucapinella callomarginata,Mollusca,Gastropoda,,Fissurellidae,Lucapinella,Lucapinella,callomarginata,callomarginata,,,
Lucidella aureola,Mollusca,Gastropoda,,Heliciniidae,Lucidella,Lucidella,aureola,aureola,,,
Lucina acutilineata,Mollusca,Bivalvia,,Lucinidae,Lucina,Lucina,acutilineata,acutilineata,,,
Lucina californica,Mollusca,Bivalvia,,Lucinidae,Lucina,Lucina,californica,californica,,,
Lucina chrysostoma,Mollusca,Bivalvia,,Lucinidae,Lucina,Lucina,chrysostoma,chrysostoma,,,
Lucina chrysostoma,Mollusca,Bivalvia,,Lucinidae,Lucina,Lucina,chrysostoma,chrysostoma,,,
Lucina chrysostoma,Mollusca,Bivalvia,,Lucinidae,Lucina,Lucina,chrysostoma,chrysostoma,,,
Lucina chrysostoma,Mollusca,Bivalvia,,Lucinidae,Lucina,Lucina,chrysostoma,chrysostoma,,,
Lucina chrysostoma,Mollusca,Bivalvia,,Lucinidae,Lucina,Lucina,chrysostoma,chrysostoma,,,
Lucina chrysostoma,Mollusca,Bivalvia,,Lucinidae,Lucina,Lucina,chrysostoma,chrysostoma,,,
Lucina chrysostoma,Mollusca,Bivalvia,,,Lucina,[Lucina],chrysostoma,[chrysostoma],,,
Lucina corrugata,Mollusca,Bivalvia,,Lucinidae,Lucina,Lucina,corrugata,corrugata,,,
Lucina edentula,Mollusca,Bivalvia,,,Lucina,Lucina,edentula,edentula,,,
Lucina floriana,Mollusca,Gastropoda,,Lucinidae,Lucina,Lucina,floriana,floriana,,,
Lucina floridana,Mollusca,Bivalvia,,,Lucina,Lucina,floridana,floridana,,,
Lucina globularis,Mollusca,Bivalvia,,Lucinidae,Lucina,Lucina,globularis,globularis,,,
Lucina lactea,Mollusca,Bivalvia,,Lucinidae,Lucina,Lucina,lactea,lactea,,,
Lucina nuttali,Mollusca,Bivalvia,,,Lucina,[Lucina],nuttali,[nuttali]?,,,
Lucina nuttallii,Mollusca,Bivalvia,,Lucinidae,Lucina,Lucina,nuttallii,nuttallii,,,
Lucina pennsylvanica,Mollusca,Bivalvia,,,Lucina,Lucina,pennsylvanica,pennsylvanica,,,
Lucina sp.,Mollusca,Bivalvia,,Veneridae,Lucina,Lucina,,?,,,
Lucina tigerina,Mollusca,Bivalvia,,,Lucina,Lucina,tigerina,tigerina,,,
Lucina tigrina,Mollusca,Bivalvia,,,Lucina,Lucina,tigrina,tigrina,,,
Lucina tigrina,Mollusca,Bivalvia,,,Lucina,Lucina,tigrina,tigrina,,,
Lucina tigrina,Mollusca,Bivalvia,,,Lucina,Lucina,tigrina,tigrina,,,
Lucina tigrina,Mollusca,Bivalvia,,,Lucina,Lucina,tigrina,tigrina,,,
Lucinia pennsylvanica,Mollusca,Bivalvia,,,Lucinia,Lucinia,pennsylvanica,pennsylvanica,,,
Lucinidae sp.,Mollusca,Bivalvia,,Lucinidae,,,,,,,
Lucinidae sp.,Mollusca,Bivalvia,,Lucinidae,,,,,,,
Lucinidae sp.,Mollusca,Bivalvia,,Lucinidae,,,,,,,
Luidia clathrata,unk. invertebrate,,Phanerozonia,Luidiidae,Luidia,Luidia,clathrata,clathrata,,,
Luidia clathrata,unk. invertebrate,,Phanerozonia,Luidiidae,Luidia,Luidia,clathrata,clathrata,,,
Luidia sp.,unk. invertebrate,,,,Luidia,Luidia,,sp.,,,
Luidia sp.,unk. invertebrate,,,,Luidia,Luidia,,sp.,,,
Lunatia sp.,Mollusca,Gastropoda,,Naticidae,Lunatia,Lunatia,,,,,
Lunatia sp.,Mollusca,Gastropoda,,Naticidae,Lunatia,Lunatia,,,,,
Lunatia triseriata,Mollusca,Gastropoda,,Naticidae,Lunatia,Lunatia,triseriata,triseriata,,,
Lymnaea abrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,abrussa,abrussa,,,
Lymnaea alpenensis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,alpenensis,alpenensis,,,
Lymnaea alpenensis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,alpenensis,alpenensis,,,
Lymnaea alpensis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,alpensis,alpensis,,,
Lymnaea ampla,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,ampla,ampla,,,
Lymnaea angulata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,angulata,angulata,,,
Lymnaea angulata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,angulata,angulata,,,
Lymnaea angulata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lym Lymnaea,angulata,angulata,,,
Lymnaea apicua,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,apicua,apicua,,,
Lymnaea apicularia,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,apicularia,apicularia,,,
Lymnaea appressa stagnalis,Mollusca,Gastropoda,,,Lymnaea,Lymnaea,appressa,appressa,stagnalis,[stagnalis],
Lymnaea aulacopina,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,aulacopina,aulacopina,,,
Lymnaea auricularia,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,auricularia,auricularia,,,
Lymnaea auricularia,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,auricularia,auricularia,,,
Lymnaea auricularia,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,auricularia,auricularia,,,
Lymnaea auricularia,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,auricularia,auricularia,,,
Lymnaea auricularia,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,auricularia,auricularia,,,
Lymnaea auricularia,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,auricularia,auricularia,,,
Lymnaea auricularia,Mollusca,Gastropoda,,,Lymnaea,Lymnaea,auricularia,auricularia,,,
Lymnaea auriculata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,auriculata,auriculata,,,
Lymnaea auriculata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,auriculata,auriculata,,,
Lymnaea aurricularia,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,aurricularia,aurricularia,,,
Lymnaea autocontana,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,autocontana,autocontana,,,
Lymnaea binneyi,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,binneyi,binneyi,,,
Lymnaea blatchlleyi,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,blatchlleyi,blatchlleyi,,,
Lymnaea bulimoides,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,bulimoides,bulimoides,,,
Lymnaea bulimoides,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,bulimoides,bulimoides,,,
Lymnaea bulimoides cockerelli,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,bulimoides,bulimoides,cockerelli,cockerelli,
Lymnaea bulimoides sonomaensis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,bulimoides,bulimoides,sonomaensis,sonomaensis,Galba
Lymnaea canadensis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,L.Lymnaea,canadensis,canadensis,,,
Lymnaea canadensis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,canadensis,canadensis,,,
Lymnaea cantharis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,cantharis,cantharis,,,
Lymnaea caperata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,caperata,caperata,,,Galba caperata umbilicata Adams
Lymnaea caperata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,caperata,caperata,,,
Lymnaea caperata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,caperata,caperata,,,
Lymnaea caperata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,caperata,caperata,,,
Lymnaea caperata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,caperata,caperata,,,
Lymnaea caperata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,caperata,caperata,,,
Lymnaea caperata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,caperata,caperata,,,
Lymnaea caperata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,caperata,caperata,,,
Lymnaea caperata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,caperata,caperata,,,
